deep_id,work_id,edition_id
5082.26,401,883
5081.29,402,884
5082.29,402,885
5081.30,403,886
5082.30,403,887
5081.31,404,888
5082.31,404,889
5081.35,405,890
5082.35,405,891
5081.36,406,892
5082.36,406,893
717,407,894
5124.10,407,895
718,408,896
719,408,897
720,408,897
721,409,898
722,410,899
723,410,900
724,411,901
5124.13,411,902
725,412,903
726,412,904
727,412,904
728,412,905
729,413,906
730,414,907
5090.01,415,908
5090.02,416,909
731,417,910
732,418,911
5100.01,418,912
733,419,913
734,420,914
735,420,914
5149.01,420,914
736,421,915
737,422,916
738,423,917
739,423,918
740,424,919
741,424,919
742,425,920
743,425,921
744,425,922
745,426,923
746,426,924
747,426,925
748,427,926
749,428,927
750,429,928
751,429,929
752,430,930
5091.01,431,931
5092.01,431,932
5095.01,431,933
5093.01,431,934
5094.01,431,935
5096.01,431,936
5116.03,431,937
5091.02,432,938
5092.02,432,939
5095.02,432,940
5093.02,432,941
5094.02,432,942
5096.02,432,943
5116.04,432,944
753,433,945
754,434,946
755,435,947
756,436,948
757,436,948
758,436,948
759,436,948
760,437,949
5124.14,437,950
761,438,951
762,439,952
763,439,952
5104.01,439,952
764,440,953
765,441,954
766,441,955
767,442,956
768,443,957
769,444,958
770,444,958
771,444,958
772,444,958
773,445,959
774,446,960
775,447,961
776,447,961
5169.01,447,962
777,448,963
778,449,964
779,449,964
780,450,965
781,451,966
782,452,967
5124.15,452,968
783,453,969
784,453,969
785,454,970
5097.01,455,971
5097.02,455,971
5097.04,456,972
5097.03,457,973
786,457,974
5125.01,457,974
787,458,975
5169.02,458,976
788,459,977
789,460,978
790,461,979
791,461,979
792,462,980
793,463,981
794,464,982
795,465,983
796,466,984
797,467,985
798,467,985
799,468,986
800,469,987
801,469,987
802,469,988
803,469,989
5114.03,469,989
804,469,990
5114.04,469,990
5116.05,469,991
805,470,992
806,470,992
807,471,993
808,472,994
809,472,994
810,473,995
5179.01,473,996
811,474,997
812,475,998
813,476,999
814,477,1000
815,478,1001
5149.04,478,1001
816,479,1002
817,480,1003
5149.03,480,1003
818,481,1004
819,482,1005
820,483,1006
821,484,1007
822,485,1008
5169.03,485,1009
823,486,1010
824,486,1010
5149.02,486,1010
825,487,1011
826,488,1012
828,488,1012
827,488,1013
829,488,1013
830,488,1014
831,488,1014
5101.01,489,1015
832,490,1016
833,491,1017
834,491,1017
5149.05,491,1017
835,492,1018
836,493,1019
837,494,1020
838,495,1021
839,496,1022
5126.01,496,1023
5126.02,496,1023
5127.01,496,1024
5128.01,496,1025
840,497,1026
841,497,1026
842,498,1027
843,499,1028
844,500,1029
845,501,1030
846,502,1031
847,503,1032
848,503,1032
849,504,1033
850,504,1033
851,504,1034
852,504,1035
853,505,1036
854,506,1037
855,507,1038
856,507,1038
857,508,1039
858,509,1040
859,510,1041
860,511,1042
861,511,1042
862,512,1043
863,513,1044
5118.01,513,1044
864,514,1045
5118.02,514,1045
865,515,1046
868,515,1047
866,515,1048
867,515,1048
869,516,1049
870,517,1050
871,518,1051
872,519,1052
873,520,1053
874,521,1054
875,522,1055
876,523,1056
877,524,1057
5133.02,524,1058
878,525,1059
879,525,1060
880,526,1061
881,527,1062
5105.01,528,1063
5105.02,529,1064
5105.03,530,1065
882,531,1066
883,532,1067
5149.06,532,1067
884,533,1068
885,533,1068
886,534,1069
887,534,1070
888,534,1070
889,535,1071
890,536,1072
891,536,1072
892,536,1072
893,537,1073
894,537,1074
895,537,1074
896,538,1075
897,538,1075
898,539,1076
899,540,1077
900,540,1077
901,540,1077
5118.03,540,1077
5118.04,540,1077
902,541,1078
903,541,1079
904,541,1079
5135.01,541,1079
5135.02,541,1079
905,541,1080
5138.01,541,1080
5139.01,541,1081
906,542,1082
907,542,1082
908,542,1082
5118.05,542,1082
5118.06,542,1082
5107.01,543,1083
5107.02,544,1084
909,545,1085
910,546,1086
5111.01,547,1087
5112.01,547,1088
5114.01,547,1089
5116.01,547,1090
5111.02,548,1091
5112.02,548,1092
5114.02,548,1093
5116.02,548,1094
911,549,1095
912,550,1096
5119.01,551,1097
5119.02,552,1098
913,553,1099
914,553,1099
5158.01,553,1099
915,554,1100
916,554,1100
917,554,1100
5158.02,554,1100
918,555,1101
5149.07,555,1101
919,556,1102
920,557,1103
921,557,1103
922,558,1104
923,559,1105
924,560,1106
925,560,1107
926,560,1108
927,560,1109
928,561,1110
929,561,1110
930,562,1111
931,562,1111
932,563,1112
933,564,1113
934,564,1113
935,565,1114
936,565,1115
937,566,1116
938,567,1117
939,568,1118
940,568,1119
5176.01,568,1119
941,569,1120
942,570,1121
943,570,1122
5146.02,570,1123
944,571,1124
945,572,1125
946,573,1126
947,574,1127
948,575,1128
949,575,1128
950,575,1128
951,576,1129
5118.09,576,1129
952,577,1130
953,578,1131
954,579,1132
955,579,1132
956,579,1132
957,579,1132
958,579,1132
959,579,1132
960,579,1132
961,579,1132
962,580,1133
963,581,1134
5118.10,581,1134
964,582,1135
965,582,1135
966,583,1136
967,584,1137
968,584,1137
5120.01,585,1138
5120.02,585,1138
5124.07,585,1139
969,586,1140
970,587,1141
971,587,1141
972,588,1142
973,588,1142
974,589,1143
975,589,1143
976,590,1144
977,591,1145
978,592,1146
5172.01,592,1146
979,593,1147
5172.02,593,1147
980,594,1148
981,595,1149
982,595,1149
983,596,1150
984,597,1151
985,598,1152
986,599,1153
5130.01,600,1154
5131.01,600,1154
987,601,1155
988,602,1156
989,603,1157
990,604,1158
991,605,1159
992,605,1160
993,605,1161
5124.01,606,1162
5124.03,607,1163
5124.04,608,1164
5124.05,609,1165
5124.06,610,1166
5124.11,611,1167
5124.12,612,1168
5124.16,613,1169
5124.17,614,1170
5124.18,615,1171
5124.19,616,1172
5124.20,617,1173
5124.21,618,1174
5132.01,619,1175
5132.02,620,1176
994,621,1177
995,621,1178
5135.04,621,1178
996,621,1179
5138.03,621,1179
5139.03,621,1180
997,622,1181
998,623,1182
999,624,1183
1000,624,1183
5133.01,625,1184
1001,626,1185
1002,627,1186
5134.01,627,1186
1003,628,1187
5135.03,628,1187
1004,628,1188
5138.02,628,1188
5139.02,628,1189
1005,629,1190
1006,629,1190
1007,630,1191
1008,631,1192
1009,632,1193
5141.01,633,1194
5141.02,634,1195
1010,635,1196
1011,635.5,1197
1012,636,1198
5143.01,637,1199
5143.02,638,1200
5143.03,639,1201
5143.04,640,1202
5143.05,641,1203
5143.06,642,1204
5143.07,643,1205
5143.08,644,1206
5143.09,645,1207
5143.10,646,1208
5143.11,647,1209
5143.12,648,1210
5143.13,649,1211
5143.14,650,1212
5143.15,651,1213
5143.16,652,1214
5143.17,653,1215
5143.18,654,1216
5143.19,655,1217
5143.20,656,1218
5143.21,657,1219
5143.22,658,1220
5143.23,659,1221
5143.24,660,1222
5143.25,661,1223
5143.26,662,1224
5143.27,663,1225
5143.28,664,1226
5143.29,665,1227
5143.30,666,1228
5143.31,667,1229
5143.32,668,1230
5143.33,669,1231
5143.35,670,1232
1013,671,1233
5176.03,671,1233
5178.01,671,1233
1015,671,1234
1016,671,1234
1017,671,1234
5176.02,671,1234
5176.04,671,1234
1018,672,1235
1019,673,1236
1020,673.5,1237
1021,674,1238
1022,674.5,1239
1023,675,1240
1024,676,1241
1025,676,1242
1026,677,1243
1027,678,1244
1028,678.5,1245
1029,679,1246
1030,680,1247
1031,680,1248
1032,681,1249
1033,681,1249
5145.01,681,1249
1034,682,1250
1035,683,1251
1036,684,1252
1037,685,1253
1038,686,1254
1039,687,1255
1040,687,1256
1041,687,1257
1042,688,1258
1043,688,1259
1044,689,1260
1045,690,1261
1046,690,1262
1047,691,1263
1048,692,1264
5145.02,692,1264
1049,693,1265
1050,693,1265
1051,694,1266
1052,695,1267
1053,696,1268
1054,697,1269
1055,698,1270
1056,699,1271
1057,700,1272
5146.01,701,1273
5146.03,702,1274
5146.04,703,1275
5146.05,703,1275
1058,704,1276
1059,705,1277
1060,706,1278
1061,707,1279
1062,708,1280
1063,709,1281
1064,710,1282
1065,711,1283
1066,711,1284
1067,711,1284
1068,712,1285
1069,712,1285
1070,713,1286
1071,713,1287
1072,713,1287
1073,714,1288
1074,714,1288
1075,715,1289
1076,716,1290
1077,717,1291
5153.01,718,1292
5153.02,719,1293
5153.03,720,1294
1078,721,1295
5153.04,721,1295
1079,722,1296
5153.05,722,1296
1080,723,1297
5155.01,723,1297
1081,724,1298
5155.02,724,1298
1082,725,1299
5155.03,725,1299
1083,726,1300
5155.04,726,1300
1084,727,1301
5155.05,727,1301
1085,728,1302
5155.06,728,1302
1086,729,1303
1087,729,1303
1088,730,1304
1089,730,1304
1090,730,1304
1091,730,1304
5157.01,731,1305
5157.02,732,1306
1092,733,1307
1093,733,1307
1094,733,1307
1095,733,1307
1096,734,1308
1097,735,1309
1098,736,1310
1099,737,1311
1100,738,1312
1101,738,1312
1102,739,1313
1103,740,1314
1104,741,1315
1105,742,1316
5159.01,743,1317
1106,744,1318
1107,745,1319
1108,745,1319
1109,746,1320
1110,747,1321
1111,747,1321
5156.01,747,1321
1112,748,1322
1113,749,1323
5161.01,750,1324
5162.01,750,1324
5161.02,751,1325
5162.02,751,1325
1114,752,1326
1115,752,1326
5156.02,752,1326
1116,753,1327
5163.01,754,1328
5164.01,754,1328
5163.02,755,1329
5163.03,756,1330
5163.04,757,1331
5165.01,758,1332
5165.02,759,1333
5165.03,760,1334
1117,761,1335
1118,762,1336
1119,763,1337
1120,763,1337
1121,763,1338
1122,764,1339
1123,765,1340
1124,766,1341
1125,767,1342
1126,767,1342
1127,767,1342
1128,767,1342
1129,767,1342
1130,767,1342
1131,767,1342
5166.01,768,1343
5164.02,769,1344
1132,770,1345
1133,771,1346
5173.02,771,1347
1134,772,1348
1135,773,1349
1136,773,1349
1137,773,1349
1138,774,1350
1139,774,1350
1140,775,1351
1141,776,1352
1142,776,1352
1143,776,1352
1144,777,1353
1145,777,1353
1146,777,1353
1147,778,1354
5170.01,779,1355
1148,780,1356
5170.02,780,1356
5171.01,781,1357
5171.02,782,1358
1149,783,1359
1150,784,1360
1151,785,1361
1152,786,1362
1153,786,1362
1154,787,1363
1155,788,1364
1156,788,1364
1157,788,1364
1158,788,1364
1159,788,1364
1160,788,1364
5179.02,789,1365
1161,790,1366
1162,790,1366
1163,791,1367
1164,792,1368
1165,793,1369
1166,793,1369
1167,794,1370
5173.01,795,1371
5173.03,796,1372
1168,797,1373
1169,797,1373
1170,798,1374
1171,799,1375
1172,800,1376
1173,801,1377
1174,802,1378
1175,803,1379
1176,804,1380
1177,805,1381
5182.01,806,1382
5182.02,806,1382
5182.03,807,1383
5182.04,808,1384
5182.05,809,1385
1178,810,1386
5182.06,810,1386
5140.04,811,1387
1179,812,1388
1180,813,1389
1181,814,1390
1182,814.5,1391
1183,1001,1392
5025.01,1002,1393
5025.02,1003,1394
1184,1004,1395
1185,1004,1395
1186,1005,1396
1187,1005,1396
1188,1005,1397
1189,1005,1397
1190,1006,1398
1191,1006,1398
1192,1007,1399
1193,1008,1400
1194,1008,1400
1195,1008,1401
1196,1008,1402
1197,1008,1403
1198,1009,1404
1199,1010,1405
1200,1011,1406
1201,1011,1407
1202,1012,1408
1203,1013,1409
1204,1013,1409
1205,1014,1410
1206,1015,1411
1207,1016,1412
1208,1017,1413
1209,1017,1413
1210,1018,1414
1211,1018,1414
5144.01,1019,1415
5144.02,1020,1416
5144.03,1021,1417
5144.04,1022,1418
1212,1023,1419
1213,1023,1419
5000,2001,1420
5001,2002,1421
5002,2003,1422
5003,2004,1423
5004,2004,1424
5005,2005,1425
5006,2006,1426
5007,2006,1427
5008,2006,1427
5009,2006,1428
5010,2006,1428
5011,2007,1429
5012,2007,1429
5013,2007,1430
5014,2008,1431
5015,2009,1432
5016,2010,1433
5017,2011,1434
5018,2011,1435
5019,2011,1436
5020,2012,1437
5021,2013,1438
5022,2013,1439
5023,2013,1440
5024,2014,1441
5025,2015,1442
5026,2016,1443
5027,2017,1444
5028,2017,1445
5029,2017,1446
5030,2018,1447
5031,2018,1448
5032,2018,1449
5033,2018,1449
5034,2018,1450
5035,2018,1450
5036,2018,1451
5037,2018,1451
5038,2018,1451
5039,2018,1451
5040,2018,1451
5041,2018,1452
5042,2018,1452
5043,2018,1452
5044,2018,1453
5045,2018,1454
5046,2018,1455
5047,2019,1456
5048,2020,1457
5049,2020,1458
5050,2020,1459
5051,2020,1460
5052,2020,1461
5053,2020,1462
5054,2021,1463
5055,2021,1463
5056,2022,1464
5057,2022,1464
5058,2022,1464
5059,2023,1465
5060,2024,1466
5061,2024,1466
5062,2024,1467
5063,2025,1468
5064,2025,1469
5065,2025,1470
5066,2025,1470
5067,2026,1471
5068,2027,1472
5069,2028,1473
5070,2028,1474
5071,2029,1475
5072,2030,1476
5073,2031,1477
5074,2032,1478
5075,2032,1478
5076,2032,1479
5077,2033,1480
5078,2034,1481
5079,2035,1482
5080,2035,1482
5081,2036,1483
5082,2036,1484
5083,2036,1484
5084,2036,1484
5085,2036,1484
5086,2036,1484
5087,2036,1484
5088,2036,1484
5089,2036,1484
5090,2037,1485
5091,2038,1486
5092,2038,1487
5093,2038,1488
5094,2038,1489
5095,2038,1490
5096,2038,1491
5097,2039,1492
5098,2040,1493
5099,2040,1493
5100,2041,1494
5101,2042,1495
5102,2043,1496
5103,2043,1496
5104,2044,1497
5105,2045,1498
5106,2046,1499
5107,2047,1500
5108,2047,1500
5109,2047,1500
5110,2047,1500
5111,2048,1501
5112,2048,1502
5113,2048,1502
5114,2048,1503
5115,2048,1503
5116,2048,1504
5117,2048,1504
5118,2049,1505
5119,2050,1506
5120,2051,1507
5121,2051,1507
5122,2051,1507
5123,2051,1507
5124,2052,1508
5125,2052,1508
5126,2053,1509
5127,2053,1510
5128,2053,1511
5129,2053,1511
5130,2054,1512
5131,2054,1512
5132,2055,1513
5133,2056,1514
5134,2057,1515
5135,2058,1516
5136,2058,1516
5137,2058,1516
5138,2058,1517
5139,2058,1518
5140,2058,1518
5141,2059,1519
5142,2059,1519
5143,2060,1520
5144,2061,1521
5145,2062,1522
5146,2063,1523
5147,2064,1524
5148,2065,1525
5149,2066,1526
5150,2067,1527
5151,2067,1527
5152,2067,1527
5153,2068,1528
5154,2068,1528
5155,2069,1529
5156,2069,1529
5157,2070,1530
5158,2071,1531
5159,2072,1532
5160,2072,1532
5161,2073,1533
5162,2073,1533
5163,2074,1534
5164,2074,1534
5165,2075,1535
5166,2076,1536
5167,2076,1536
5168,2076,1536
5169,2077,1537
5170,2078,1538
5171,2079,1539
5172,2080,1540
5173,2081,1541
5174,2081,1541
5175,2081,1541
5176,2082,1542
5177,2082,1542
5178,2082,1542
5179,2083,1543
5180,2083,1543
5181,2083,1543
5182,2084,1544
5183,2085,1545